,lat_topleft,lon_topleft, similarity
east-africa_204_0,1.5413460572485829,33.82785039017374,0.63100336
east-africa_204_1,1.5413460572485829,33.82785039017374,0.63100336
east-africa_204_2,1.5413460572485829,33.82785039017374,0.63100336
east-africa_205_0,1.287581528562323,33.72453196419867,0.63072848
east-africa_205_1,1.287581528562323,33.72453196419867,0.63072848
east-africa_205_2,1.287581528562323,33.72453196419867,0.63072848
east-africa_206_0,3.075592495263856,32.56950383255654,0.94062432
east-africa_206_1,3.075592495263856,32.56950383255654,0.94062432
east-africa_206_2,3.075592495263856,32.56950383255654,0.94062432
east-africa_207_0,1.437876907930795,32.33938496131597,0.93410928
east-africa_207_1,1.437876907930795,32.33938496131597,0.93410928
east-africa_207_2,1.437876907930795,32.33938496131597,0.93410928
east-africa_208_0,1.7596992614621574,32.767430840947995,0.93882736
east-africa_208_1,1.7596992614621574,32.767430840947995,0.93882736
east-africa_208_2,1.7596992614621574,32.767430840947995,0.93882736
east-africa_209_0,2.211541897923537,33.166279815746606,0.61498512
east-africa_209_1,2.211541897923537,33.166279815746606,0.61498512
east-africa_209_2,2.211541897923537,33.166279815746606,0.61498512
east-africa_210_0,2.63625337292246,34.53931115151607,0.83210528
east-africa_210_1,2.63625337292246,34.53931115151607,0.83210528
east-africa_210_2,2.63625337292246,34.53931115151607,0.83210528
east-africa_211_0,2.5563869213707164,32.3273859737426,0.937304
east-africa_211_1,2.5563869213707164,32.3273859737426,0.937304
east-africa_211_2,2.5563869213707164,32.3273859737426,0.937304
east-africa_212_0,1.6153611143545354,33.24620590882906,0.6128464
east-africa_212_1,1.6153611143545354,33.24620590882906,0.6128464
east-africa_212_2,1.6153611143545354,33.24620590882906,0.6128464
east-africa_213_0,0.9714504660910224,33.579362122237086,0.652544
east-africa_213_1,0.9714504660910224,33.579362122237086,0.652544
east-africa_213_2,0.9714504660910224,33.579362122237086,0.652544
east-africa_214_0,1.0333751294468634,31.65434381169021,0.9303216
east-africa_214_1,1.0333751294468634,31.65434381169021,0.9303216
east-africa_214_2,1.0333751294468634,31.65434381169021,0.9303216
east-africa_215_0,2.9369021224965604,31.751578634396072,0.93342528
east-africa_215_1,2.9369021224965604,31.751578634396072,0.93342528
east-africa_215_2,2.9369021224965604,31.751578634396072,0.93342528
east-africa_216_0,1.5411276976406858,30.84807367890912,0.9735552
east-africa_216_1,1.5411276976406858,30.84807367890912,0.9735552
east-africa_216_2,1.5411276976406858,30.84807367890912,0.9735552
east-africa_217_0,0.8946537313194879,31.217257662876523,0.94214224
east-africa_217_1,0.8946537313194879,31.217257662876523,0.94214224
east-africa_217_2,0.8946537313194879,31.217257662876523,0.94214224
east-africa_218_0,2.0285419511966305,34.42461874396926,0.8311232
east-africa_218_1,2.0285419511966305,34.42461874396926,0.8311232
east-africa_218_2,2.0285419511966305,34.42461874396926,0.8311232
east-africa_219_0,2.0697131038424774,34.82892073912015,0.86324336
east-africa_219_1,2.0697131038424774,34.82892073912015,0.86324336
east-africa_219_2,2.0697131038424774,34.82892073912015,0.86324336
east-africa_220_0,-0.2087333471707535,32.18034111377617,0.99209664
east-africa_220_1,-0.2087333471707535,32.18034111377617,0.99209664
east-africa_220_2,-0.2087333471707535,32.18034111377617,0.99209664
east-africa_221_0,-3.066068246620729,37.09321436139759,0.98199792
east-africa_221_1,-3.066068246620729,37.09321436139759,0.98199792
east-africa_221_2,-3.066068246620729,37.09321436139759,0.98199792
east-africa_222_0,-3.218222421640337,37.4775511593186,0.96394704
east-africa_222_1,-3.218222421640337,37.4775511593186,0.96394704
east-africa_222_2,-3.218222421640337,37.4775511593186,0.96394704
east-africa_223_0,-3.418667419858352,37.215800354222246,0.95436256
east-africa_223_1,-3.418667419858352,37.215800354222246,0.95436256
east-africa_223_2,-3.418667419858352,37.215800354222246,0.95436256
east-africa_224_0,-3.2798580280513736,36.5594053038823,0.94008448
east-africa_224_1,-3.2798580280513736,36.5594053038823,0.94008448
east-africa_224_2,-3.2798580280513736,36.5594053038823,0.94008448
east-africa_225_0,-3.0968971139111097,35.36644521501842,0.83496592
east-africa_225_1,-3.0968971139111097,35.36644521501842,0.83496592
east-africa_225_2,-3.0968971139111097,35.36644521501842,0.83496592
east-africa_226_0,-1.942062916143832,35.5130834784528,0.84156224
east-africa_226_1,-1.942062916143832,35.5130834784528,0.84156224
east-africa_226_2,-1.942062916143832,35.5130834784528,0.84156224
east-africa_227_0,-2.414817484959327,36.37236325124192,0.98050656
east-africa_227_1,-2.414817484959327,36.37236325124192,0.98050656
east-africa_227_2,-2.414817484959327,36.37236325124192,0.98050656
east-africa_228_0,-4.171353520145806,35.73899650328237,0.73855664
east-africa_228_1,-4.171353520145806,35.73899650328237,0.73855664
east-africa_228_2,-4.171353520145806,35.73899650328237,0.73855664
east-africa_229_0,-3.859435824890715,34.76976213348336,0.76551152
east-africa_229_1,-3.859435824890715,34.76976213348336,0.76551152
east-africa_229_2,-3.859435824890715,34.76976213348336,0.76551152
east-africa_230_0,-4.151099565189608,37.37722941256522,0.9538064
east-africa_230_1,-4.151099565189608,37.37722941256522,0.9538064
east-africa_230_2,-4.151099565189608,37.37722941256522,0.9538064
east-africa_231_0,-2.7826455376480634,36.06379927424934,0.97594672
east-africa_231_1,-2.7826455376480634,36.06379927424934,0.97594672
east-africa_231_2,-2.7826455376480634,36.06379927424934,0.97594672
east-africa_232_0,-3.933902587573417,36.4472602727845,0.9774888
east-africa_232_1,-3.933902587573417,36.4472602727845,0.9774888
east-africa_232_2,-3.933902587573417,36.4472602727845,0.9774888
east-africa_233_0,-4.8748438750452445,37.54973625501382,0.9767824
east-africa_233_1,-4.8748438750452445,37.54973625501382,0.9767824
east-africa_233_2,-4.8748438750452445,37.54973625501382,0.9767824
east-africa_234_0,-6.0074608057604815,38.29470620683868,0.94928304
east-africa_234_1,-6.0074608057604815,38.29470620683868,0.94928304
east-africa_234_2,-6.0074608057604815,38.29470620683868,0.94928304
east-africa_235_0,-6.131828160906741,37.71028225686172,0.9598496
east-africa_235_1,-6.131828160906741,37.71028225686172,0.9598496
east-africa_235_2,-6.131828160906741,37.71028225686172,0.9598496
east-africa_236_0,-7.228756684167852,38.50773434462798,0.96920352
east-africa_236_1,-7.228756684167852,38.50773434462798,0.96920352
east-africa_236_2,-7.228756684167852,38.50773434462798,0.96920352
east-africa_237_0,-5.122965019779779,39.66515196589973,0.83868032
east-africa_237_1,-5.122965019779779,39.66515196589973,0.83868032
east-africa_237_2,-5.122965019779779,39.66515196589973,0.83868032
east-africa_238_0,-4.831837057496109,39.63279412270748,0.88404272
east-africa_238_1,-4.831837057496109,39.63279412270748,0.88404272
east-africa_238_2,-4.831837057496109,39.63279412270748,0.88404272
east-africa_239_0,-4.776717657728207,38.17487432868606,0.9451768
east-africa_239_1,-4.776717657728207,38.17487432868606,0.9451768
east-africa_239_2,-4.776717657728207,38.17487432868606,0.9451768
east-africa_240_0,-5.328776466204107,37.91981301836213,0.91202
east-africa_240_1,-5.328776466204107,37.91981301836213,0.91202
east-africa_240_2,-5.328776466204107,37.91981301836213,0.91202
east-africa_241_0,-5.01076274402444,38.967236029314726,0.76714928
east-africa_241_1,-5.01076274402444,38.967236029314726,0.76714928
east-africa_241_2,-5.01076274402444,38.967236029314726,0.76714928
east-africa_242_0,-6.818197246454408,33.41552887635835,0.58590592
east-africa_242_1,-6.818197246454408,33.41552887635835,0.58590592
east-africa_242_2,-6.818197246454408,33.41552887635835,0.58590592
east-africa_243_0,-9.041494322267832,35.2013756349403,0.53650416
east-africa_243_1,-9.041494322267832,35.2013756349403,0.53650416
east-africa_243_2,-9.041494322267832,35.2013756349403,0.53650416
east-africa_244_0,-2.4741391435159388,34.18907774714974,0.84994336
east-africa_244_1,-2.4741391435159388,34.18907774714974,0.84994336
east-africa_244_2,-2.4741391435159388,34.18907774714974,0.84994336
east-africa_245_0,-5.293118188854922,35.48361745622937,0.62097408
east-africa_245_1,-5.293118188854922,35.48361745622937,0.62097408
east-africa_245_2,-5.293118188854922,35.48361745622937,0.62097408
east-africa_246_0,-6.6679361477518,34.23058802571751,0.60796112
east-africa_246_1,-6.6679361477518,34.23058802571751,0.60796112
east-africa_246_2,-6.6679361477518,34.23058802571751,0.60796112
east-africa_247_0,-7.138015694020248,31.28378965766555,0.93703936
east-africa_247_1,-7.138015694020248,31.28378965766555,0.93703936
east-africa_247_2,-7.138015694020248,31.28378965766555,0.93703936
east-africa_248_0,-8.414797974509066,39.39287501865991,0.99705392
east-africa_248_1,-8.414797974509066,39.39287501865991,0.99705392
east-africa_248_2,-8.414797974509066,39.39287501865991,0.99705392
east-africa_249_0,-6.680405304891756,37.54293934927789,0.94009072
east-africa_249_1,-6.680405304891756,37.54293934927789,0.94009072
east-africa_249_2,-6.680405304891756,37.54293934927789,0.94009072
egypt-1_7_0,31.57044184848961,25.63894494976297,0.9627019708806818
egypt-1_8_0,31.52416442697884,25.167836120387115,0.992431640625
egypt-1_9_0,31.453627126664166,26.15250973770792,0.9809860956101192
egypt-1_10_0,31.15280991169232,25.470398137816343,0.9982186776620372
egypt-1_11_0,31.265576655118736,27.283604598926225,0.95810546875
egypt-1_12_0,31.22491073608398,27.370791973163666,0.94957275390625
egypt-1_13_0,31.19550076620185,27.52524296866264,0.9783799913194444
egypt-1_14_0,31.07344733719305,27.69231773058188,0.98958740234375
egypt-1_15_0,30.96989156759171,28.361661168895,0.97113037109375
egypt-1_16_0,30.67790177938177,29.392858087041738,0.9949055989583332
egypt-1_17_0,30.706356327136497,33.95409230374337,0.995419456845238
egypt-1_18_0,31.127057797068264,30.638509375625937,0.7390950520833334
egypt-1_19_0,31.05801193683875,31.392773791416563,0.9623209635416666
egypt-1_20_0,31.444176414656408,26.583697854497807,0.95159912109375
egypt-1_21_0,31.35249617879489,26.893543896135007,0.9685516357421876
egypt-1_22_0,31.358169139718104,27.17613518043116,0.91815185546875
egypt-1_23_0,31.352058778025103,27.304021047289453,0.9490559895833334
egypt-1_24_0,31.328976185795373,27.310649547917706,0.963037109375
egypt-1_25_0,30.91334710724686,28.74936717846118,0.979736328125
egypt-1_26_0,30.82460445771582,28.90155689980605,0.9998372395833334
egypt-1_27_0,30.985633259151083,28.69635237483529,0.581787109375
egypt-1_28_0,30.870586689915363,28.915849545448207,0.9677734375
egypt-1_29_0,,,0.266845703125
egypt-1_30_0,30.67922162622929,29.316221283104547,0.9946650752314816
egypt-1_31_0,30.9665756225586,29.508901596069325,0.5818319515306123
egypt-1_32_0,30.89033762789484,29.60239801299996,0.9686482747395834
egypt-1_33_0,30.87582603120529,29.74246825253436,0.9670958227040816
egypt-1_34_0,30.755842850812662,29.54197446293428,0.9738321109693876
egypt-1_35_0,31.188573259071863,29.82869190320613,0.9937918526785714
egypt-1_36_0,31.32353556274889,27.17621719642236,0.86572265625
egypt-1_37_0,31.10600771387259,29.775904446352904,0.9700927734375
egypt-1_38_0,31.07065219164412,29.80843050851019,0.9525146484375
egypt-1_39_0,31.097980090737803,29.90065383911133,0.7768654336734694
egypt-1_40_0,31.546214250241547,26.192153698599466,0.9555989583333332
egypt-1_41_0,30.929228250009142,29.938193341734063,0.9569056919642858
egypt-1_42_0,30.83624491159772,30.178933355174284,0.6964111328125
egypt-1_43_0,30.679982763371683,30.0503202759808,0.6079450334821429
egypt-1_44_0,30.92444913060402,32.19207233288012,0.6729910714285714
egypt-1_45_0,30.923832635901025,32.275958038257286,0.7762586805555556
egypt-1_46_0,30.94751327766695,32.316372986203746,0.8737589518229166
egypt-1_47_0,31.369491819587022,27.270468691346977,0.95283203125
egypt-1_48_0,30.99844160755628,32.34362327857568,0.7331659226190477
egypt-1_49_0,31.02690381657327,33.00363643150627,0.8279079861111112
egypt-1_50_0,31.116104265052137,33.60187814323776,0.8846571180555556
egypt-1_51_0,30.770912582380088,33.76225108641121,0.9881515867972488
egypt-1_52_0,31.516551971435543,26.393846042801748,0.52490234375
egypt-1_53_0,31.458244323730472,31.646783826280416,0.4798177083333333
egypt-1_54_0,,,0.2313232421875
egypt-1_55_0,31.396451866973404,30.402897906115665,0.75734375
egypt-1_56_0,31.507604158005265,26.55303327276227,0.95751953125
egypt-1_57_0,31.418048583384167,26.52991806384941,0.959814453125
egypt-1_58_0,31.273996264851043,27.37105369322377,0.9635416666666666
egypt-1_59_0,31.490512666565976,26.63395895674905,0.9397520727040816
egypt-1_60_0,31.364053542917883,27.12246601600348,0.9138997395833334
egypt-1_61_0,,,0.267578125
egypt-1_62_0,31.25824737548829,27.38304710388184,0.5172526041666666
egypt-1_63_0,31.24158096313477,27.40299517598606,0.610595703125
egypt-1_64_0,31.237086354745667,27.844690557395506,0.9626277043269232
egypt-1_65_0,31.17629495178453,27.860931631003904,0.979248046875
egypt-1_66_0,31.097906984067546,27.927308340061064,0.9729156494140624
egypt-1_67_0,31.467253768048423,30.823182266744816,0.844535347465035
egypt-1_68_0,31.202590899142336,32.17739044789614,0.6820134943181818
egypt-1_69_0,31.21595720413456,32.21612423120449,0.8097601996527778
egypt-1_70_0,31.550363186850834,30.9046610359132,0.9189564098011364
egypt-1_71_0,31.54348654849389,30.95142666922417,0.94109623015873
egypt-1_72_0,31.515491283816257,31.928407391080835,0.865044981060606
egypt-1_73_0,30.87381376154396,32.47788782931327,0.8656529017857143
egypt-1_74_0,31.09265258889098,28.101092083536425,0.7939778645833333
egypt-1_75_0,30.74874659758723,29.24548437752769,0.93328857421875
eq-guinea_1_0,3.858573843698193,8.69495012917566,0.9902496
eq-guinea_1_1,3.858573843698193,8.69495012917566,0.9902496
eq-guinea_1_2,3.858573843698193,8.69495012917566,0.9902496
eq-guinea_2_0,1.9633082822156795,9.669252839253057,0.9436848
eq-guinea_2_1,1.9633082822156795,9.669252839253057,0.9436848
eq-guinea_2_2,1.9633082822156795,9.669252839253057,0.9436848
eq-guinea_3_0,1.5505542074366538,10.439219031169308,0.99199728
eq-guinea_3_1,1.5505542074366538,10.439219031169308,0.99199728
eq-guinea_3_2,1.5505542074366538,10.439219031169308,0.99199728
eq-guinea_4_0,1.587359888941784,9.661816041011786,0.98751744
eq-guinea_4_1,1.587359888941784,9.661816041011786,0.98751744
eq-guinea_4_2,1.587359888941784,9.661816041011786,0.98751744
eq-guinea_5_0,1.741891110804406,11.208487696823822,0.98408576
eq-guinea_5_1,1.741891110804406,11.208487696823822,0.98408576
eq-guinea_5_2,1.741891110804406,11.208487696823822,0.98408576
eq-guinea_6_0,1.5327072143554683,9.50409663308398,0.9939384
eq-guinea_6_1,1.5327072143554683,9.50409663308398,0.9939384
eq-guinea_6_2,1.5327072143554683,9.50409663308398,0.9939384
europe_0_0,64.22774569737575,-22.12472478336886,0.96654528
europe_0_1,64.22774569737575,-22.12472478336886,0.96654528
europe_0_2,64.22774569737575,-22.12472478336886,0.96654528
europe_1_0,64.0948194163778,-22.89003246484706,0.97953792
europe_1_1,64.0948194163778,-22.89003246484706,0.97953792
europe_1_2,64.0948194163778,-22.89003246484706,0.97953792
europe_2_0,65.67813070310987,-24.04203134721014,0.58354112
europe_2_1,65.67813070310987,-24.04203134721014,0.58354112
europe_2_2,65.67813070310987,-24.04203134721014,0.58354112
europe_3_0,66.23762944346407,-23.669432293206235,0.97027728
europe_3_1,66.23762944346407,-23.669432293206235,0.97027728
europe_3_2,66.23762944346407,-23.669432293206235,0.97027728
europe_4_0,65.28220242180043,-22.499321588236644,0.96670112
europe_4_1,65.28220242180043,-22.499321588236644,0.96670112
europe_4_2,65.28220242180043,-22.499321588236644,0.96670112
europe_5_0,64.20692830525049,-16.5166036559913,0.98246608
europe_5_1,64.20692830525049,-16.5166036559913,0.98246608
europe_5_2,64.20692830525049,-16.5166036559913,0.98246608
europe_6_0,65.58765020043707,-14.646869506928438,0.66014304
europe_6_1,65.58765020043707,-14.646869506928438,0.66014304
europe_6_2,65.58765020043707,-14.646869506928438,0.66014304
europe_7_0,65.13832577420533,-14.324424390284696,0.52619984
europe_7_1,65.13832577420533,-14.324424390284696,0.52619984
europe_7_2,65.13832577420533,-14.324424390284696,0.52619984
europe_8_0,65.14387164049351,-17.003643410628925,0.99275536
europe_8_1,65.14387164049351,-17.003643410628925,0.99275536
europe_8_2,65.14387164049351,-17.003643410628925,0.99275536
europe_9_0,64.13775770935926,-21.15756476755796,0.71922976
europe_9_1,64.13775770935926,-21.15756476755796,0.71922976
europe_9_2,64.13775770935926,-21.15756476755796,0.71922976
europe_10_0,64.65096608549591,-21.815805667245264,0.95540624
europe_10_1,64.65096608549591,-21.815805667245264,0.95540624
europe_10_2,64.65096608549591,-21.815805667245264,0.95540624
europe_11_0,64.81472261589167,-21.12494462378321,0.62115088
europe_11_1,64.81472261589167,-21.12494462378321,0.62115088
europe_11_2,64.81472261589167,-21.12494462378321,0.62115088
europe_12_0,65.80080863236545,-18.358756578741325,0.51603232
europe_12_1,65.80080863236545,-18.358756578741325,0.51603232
europe_12_2,65.80080863236545,-18.358756578741325,0.51603232
europe_13_0,64.04037945896597,-17.941656484956237,0.96355936
europe_13_1,64.04037945896597,-17.941656484956237,0.96355936
europe_13_2,64.04037945896597,-17.941656484956237,0.96355936
europe_14_0,50.18806365115472,14.262328499667486,0.95139152
europe_14_1,50.18806365115472,14.262328499667486,0.95139152
europe_14_2,50.18806365115472,14.262328499667486,0.95139152
europe_15_0,49.86128722431997,13.19561672456186,0.96074432
europe_15_1,49.86128722431997,13.19561672456186,0.96074432
europe_15_2,49.86128722431997,13.19561672456186,0.96074432
europe_16_0,50.44753592594052,13.449278132833184,0.97379968
europe_16_1,50.44753592594052,13.449278132833184,0.97379968
europe_16_2,50.44753592594052,13.449278132833184,0.97379968
europe_17_0,50.22055069189752,15.58985499480787,0.47925568
europe_17_1,50.22055069189752,15.58985499480787,0.47925568
europe_17_2,50.22055069189752,15.58985499480787,0.47925568
europe_18_0,49.50307026836313,16.780859462569346,0.5972952
europe_18_1,49.50307026836313,16.780859462569346,0.5972952
europe_18_2,49.50307026836313,16.780859462569346,0.5972952
europe_19_0,49.0930508977552,14.305006746376456,0.96599776
europe_19_1,49.0930508977552,14.305006746376456,0.96599776
europe_19_2,49.0930508977552,14.305006746376456,0.96599776
europe_20_0,50.07586205730691,16.802646272042328,0.54975616
europe_20_1,50.07586205730691,16.802646272042328,0.54975616
europe_20_2,50.07586205730691,16.802646272042328,0.54975616
europe_21_0,49.50603589816361,15.421672899747534,0.40938624
europe_21_1,49.50603589816361,15.421672899747534,0.40938624
europe_21_2,49.50603589816361,15.421672899747534,0.40938624
europe_22_0,71.06040692084333,-8.988960381784716,0.81807872
europe_22_1,71.06040692084333,-8.988960381784716,0.81807872
europe_22_2,71.06040692084333,-8.988960381784716,0.81807872
europe_23_0,74.56225087917211,18.66213137420402,0.8270256
europe_23_1,74.56225087917211,18.66213137420402,0.8270256
europe_23_2,74.56225087917211,18.66213137420402,0.8270256
europe_24_0,,,0.53722448
europe_24_1,,,0.53722448
europe_24_2,,,0.53722448
europe_25_0,78.76662526303559,15.755900129558324,0.64742064
europe_25_1,78.76662526303559,15.755900129558324,0.64742064
europe_25_2,78.76662526303559,15.755900129558324,0.64742064
europe_26_0,55.63799515691582,9.53565270838621,0.551508
europe_26_1,55.63799515691582,9.53565270838621,0.551508
europe_26_2,55.63799515691582,9.53565270838621,0.551508
europe_27_0,55.52480838734944,10.189002529048372,0.43310368
europe_27_1,55.52480838734944,10.189002529048372,0.43310368
europe_27_2,55.52480838734944,10.189002529048372,0.43310368
europe_28_0,55.14987847367279,10.303166396830116,0.57973008
europe_28_1,55.14987847367279,10.303166396830116,0.57973008
europe_28_2,55.14987847367279,10.303166396830116,0.57973008
europe_29_0,56.28985420973096,9.979822632762396,0.50215472
europe_29_1,56.28985420973096,9.979822632762396,0.50215472
europe_29_2,56.28985420973096,9.979822632762396,0.50215472
europe_30_0,56.25058235029025,8.745000841688324,0.95954304
europe_30_1,56.25058235029025,8.745000841688324,0.95954304
europe_30_2,56.25058235029025,8.745000841688324,0.95954304
europe_31_0,57.16873757483539,9.71305450853029,0.45115296
europe_31_1,57.16873757483539,9.71305450853029,0.45115296
europe_31_2,57.16873757483539,9.71305450853029,0.45115296
europe_32_0,56.86859101351707,8.632127807762748,0.97277504
europe_32_1,56.86859101351707,8.632127807762748,0.97277504
europe_32_2,56.86859101351707,8.632127807762748,0.97277504
europe_33_0,57.386172598295865,10.795294100699504,0.87845568
europe_33_1,57.386172598295865,10.795294100699504,0.87845568
europe_33_2,57.386172598295865,10.795294100699504,0.87845568
europe_34_0,57.81031242864709,10.292032241821287,0.85249008
europe_34_1,57.81031242864709,10.292032241821287,0.85249008
europe_34_2,57.81031242864709,10.292032241821287,0.85249008
europe_35_0,55.96353387659662,8.714483934341239,0.952512
europe_35_1,55.96353387659662,8.714483934341239,0.952512
europe_35_2,55.96353387659662,8.714483934341239,0.952512
europe_36_0,54.97064686605531,11.123965268276551,0.6580584
europe_36_1,54.97064686605531,11.123965268276551,0.6580584
europe_36_2,54.97064686605531,11.123965268276551,0.6580584
europe_37_0,56.065674384849046,12.006231608930898,0.9643424
europe_37_1,56.065674384849046,12.006231608930898,0.9643424
europe_37_2,56.065674384849046,12.006231608930898,0.9643424
europe_38_0,55.792522511621584,12.254058235995602,0.9418664
europe_38_1,55.792522511621584,12.254058235995602,0.9418664
europe_38_2,55.792522511621584,12.254058235995602,0.9418664
europe_39_0,55.55838732933481,11.587914777625128,0.44850736
europe_39_1,55.55838732933481,11.587914777625128,0.44850736
europe_39_2,55.55838732933481,11.587914777625128,0.44850736
europe_40_0,55.07542490915864,11.854391617893317,0.59077664
europe_40_1,55.07542490915864,11.854391617893317,0.59077664
europe_40_2,55.07542490915864,11.854391617893317,0.59077664
europe_41_0,55.22956127180356,14.62880879153198,0.97800624
europe_41_1,55.22956127180356,14.62880879153198,0.97800624
europe_41_2,55.22956127180356,14.62880879153198,0.97800624
europe_42_0,55.690874562002456,12.834530784461364,0.96921888
europe_42_1,55.690874562002456,12.834530784461364,0.96921888
europe_42_2,55.690874562002456,12.834530784461364,0.96921888
europe_43_0,56.1543420453786,12.493560117782772,0.97110688
europe_43_1,56.1543420453786,12.493560117782772,0.97110688
europe_43_2,56.1543420453786,12.493560117782772,0.97110688
europe_44_0,56.77602005004882,16.13129509181268,0.57807008
europe_44_1,56.77602005004882,16.13129509181268,0.57807008
europe_44_2,56.77602005004882,16.13129509181268,0.57807008
europe_45_0,56.60999068962506,16.30303760978532,0.75422816
europe_45_1,56.60999068962506,16.30303760978532,0.75422816
europe_45_2,56.60999068962506,16.30303760978532,0.75422816
europe_46_0,56.94037694938598,13.720506275299435,0.97500336
europe_46_1,56.94037694938598,13.720506275299435,0.97500336
europe_46_2,56.94037694938598,13.720506275299435,0.97500336
europe_47_0,57.84731797092644,13.91510000335744,0.97073184
europe_47_1,57.84731797092644,13.91510000335744,0.97073184
europe_47_2,57.84731797092644,13.91510000335744,0.97073184
europe_48_0,57.52742750432133,14.839570845783522,0.59882256
europe_48_1,57.52742750432133,14.839570845783522,0.59882256
europe_48_2,57.52742750432133,14.839570845783522,0.59882256
europe_49_0,57.74458115526139,18.08837848558779,0.98052
europe_49_1,57.74458115526139,18.08837848558779,0.98052
europe_49_2,57.74458115526139,18.08837848558779,0.98052
europe_50_0,58.46666840022159,12.099548735090051,0.96422864
europe_50_1,58.46666840022159,12.099548735090051,0.96422864
europe_50_2,58.46666840022159,12.099548735090051,0.96422864
europe_51_0,58.42213048626984,11.32398436013165,0.54832944
europe_51_1,58.42213048626984,11.32398436013165,0.54832944
europe_51_2,58.42213048626984,11.32398436013165,0.54832944
europe_52_0,57.81200616068205,11.720109220420412,0.52196384
europe_52_1,57.81200616068205,11.720109220420412,0.52196384
europe_52_2,57.81200616068205,11.720109220420412,0.52196384
europe_53_0,57.52087263493197,12.421424281878748,0.97740576
europe_53_1,57.52087263493197,12.421424281878748,0.97740576
europe_53_2,57.52087263493197,12.421424281878748,0.97740576
europe_54_0,59.43210419577702,17.781023453539675,0.46538528
europe_54_1,59.43210419577702,17.781023453539675,0.46538528
europe_54_2,59.43210419577702,17.781023453539675,0.46538528
europe_55_0,58.50635875188674,13.628995688737026,0.9702432
europe_55_1,58.50635875188674,13.628995688737026,0.9702432
europe_55_2,58.50635875188674,13.628995688737026,0.9702432
europe_56_0,58.53941026974488,15.37980742876199,0.48644784
europe_56_1,58.53941026974488,15.37980742876199,0.48644784
europe_56_2,58.53941026974488,15.37980742876199,0.48644784
europe_57_0,59.1013831340367,12.949910954372005,0.99110592
europe_57_1,59.1013831340367,12.949910954372005,0.99110592
europe_57_2,59.1013831340367,12.949910954372005,0.99110592
europe_58_0,59.05043733318509,10.949950218200684,0.63673152
europe_58_1,59.05043733318509,10.949950218200684,0.63673152
europe_58_2,59.05043733318509,10.949950218200684,0.63673152
europe_59_0,60.71916132165585,15.404435055245669,0.65940416
europe_59_1,60.71916132165585,15.404435055245669,0.65940416
europe_59_2,60.71916132165585,15.404435055245669,0.65940416
europe_60_0,62.39319229125975,10.51984493419072,0.60746752
europe_60_1,62.39319229125975,10.51984493419072,0.60746752
europe_60_2,62.39319229125975,10.51984493419072,0.60746752
europe_61_0,61.65442193690456,10.793853022559723,0.66737456
europe_61_1,61.65442193690456,10.793853022559723,0.66737456
europe_61_2,61.65442193690456,10.793853022559723,0.66737456
europe_62_0,60.024950531720336,10.54015824059718,0.65770608
europe_62_1,60.024950531720336,10.54015824059718,0.65770608
europe_62_2,60.024950531720336,10.54015824059718,0.65770608
europe_63_0,60.30580460450093,10.868754231084928,0.5914168
europe_63_1,60.30580460450093,10.868754231084928,0.5914168
europe_63_2,60.30580460450093,10.868754231084928,0.5914168
europe_64_0,59.99032041823779,8.426443031092678,0.9643616
europe_64_1,59.99032041823779,8.426443031092678,0.9643616
europe_64_2,59.99032041823779,8.426443031092678,0.9643616
europe_65_0,59.55559786865879,7.777097610182494,0.97392576
europe_65_1,59.55559786865879,7.777097610182494,0.97392576
europe_65_2,59.55559786865879,7.777097610182494,0.97392576
europe_66_0,59.27559528064455,9.435839165058342,0.66390112
europe_66_1,59.27559528064455,9.435839165058342,0.66390112
europe_66_2,59.27559528064455,9.435839165058342,0.66390112
europe_67_0,58.98146500771023,8.084008961428585,0.96096432
europe_67_1,58.98146500771023,8.084008961428585,0.96096432
europe_67_2,58.98146500771023,8.084008961428585,0.96096432
europe_68_0,58.25674271599573,6.85817702187689,0.97382832
europe_68_1,58.25674271599573,6.85817702187689,0.97382832
europe_68_2,58.25674271599573,6.85817702187689,0.97382832
europe_69_0,58.292466592897966,7.816816143813383,0.9713368
europe_69_1,58.292466592897966,7.816816143813383,0.9713368
europe_69_2,58.292466592897966,7.816816143813383,0.9713368
europe_70_0,59.01896920252587,6.660826568239596,0.96072704
europe_70_1,59.01896920252587,6.660826568239596,0.96072704
europe_70_2,59.01896920252587,6.660826568239596,0.96072704
europe_71_0,59.51434865696028,5.058643899492463,0.97619632
europe_71_1,59.51434865696028,5.058643899492463,0.97619632
europe_71_2,59.51434865696028,5.058643899492463,0.97619632
europe_72_0,59.2846320644184,5.0075671609281285,0.9876992
europe_72_1,59.2846320644184,5.0075671609281285,0.9876992
europe_72_2,59.2846320644184,5.0075671609281285,0.9876992
europe_73_0,60.306725562438935,5.1757937063959965,0.98418608
europe_73_1,60.306725562438935,5.1757937063959965,0.98418608
europe_73_2,60.306725562438935,5.1757937063959965,0.98418608
europe_74_0,59.44070992044713,14.301234362560058,0.97448496
europe_74_1,59.44070992044713,14.301234362560058,0.97448496
europe_74_2,59.44070992044713,14.301234362560058,0.97448496
europe_75_0,60.2564336650679,12.78202580134845,0.98297472
europe_75_1,60.2564336650679,12.78202580134845,0.98297472
europe_75_2,60.2564336650679,12.78202580134845,0.98297472
europe_76_0,60.7980360465396,13.480591725609946,0.97569136
