,lat_topleft,lon_topleft,height,width,building_label,road_label,lc_label,similarity,image_size
east-africa_117_0,-4.954950302823423,31.961970354700554,2500,2500,east-africa_117_label_building.tif,east-africa_117_label_roads.tif,True,0.95785776,6250000
east-africa_118_0,-4.987297925068484,30.91762770688005,2500,2500,east-africa_118_label_building.tif,east-africa_118_label_roads.tif,True,0.96166304,6250000
east-africa_119_0,-4.810334203637469,31.534144006303983,2500,2500,east-africa_119_label_building.tif,east-africa_119_label_roads.tif,True,0.94087712,6250000
east-africa_120_0,-5.3052266117160105,31.41793381337466,2500,2500,east-africa_120_label_building.tif,east-africa_120_label_roads.tif,True,0.95591056,6250000
east-africa_121_0,-5.543467613115583,31.171381557587047,2500,2500,east-africa_121_label_building.tif,east-africa_121_label_roads.tif,True,0.9711952,6250000
east-africa_122_0,-4.16669464111328,33.77660369873047,2500,2500,,,True,0.7153696,6250000
east-africa_123_0,-3.6833572387695312,33.7930908203125,2500,2500,,,True,0.70468032,6250000
east-africa_124_0,-3.0666961669921875,33.65956497192383,2500,2500,,,True,0.79820064,6250000
east-africa_125_0,-3.4333572387695312,34.3511962890625,2500,2500,,,True,0.69832064,6250000
east-africa_126_0,-3.25836181640625,33.801265716552734,2500,2500,,,True,0.7337096,6250000
east-africa_127_0,-3.298591017802744,32.836114745657035,2500,2500,east-africa_127_label_building.tif,east-africa_127_label_roads.tif,True,0.96409648,6250000
east-africa_128_0,-3.5916900634765625,29.74255561828613,2500,2500,,,True,0.62352784,6250000
east-africa_129_0,-3.11006457709446,30.627645959137844,2500,2500,east-africa_129_label_building.tif,east-africa_129_label_roads.tif,True,0.96074688,6250000
east-africa_130_0,-4.99087854201677,30.268575622413007,2500,2500,east-africa_130_label_building.tif,east-africa_130_label_roads.tif,True,0.94975008,6250000
east-africa_131_0,-5.783348083496094,29.843000411987305,2500,2500,,,True,0.739308,6250000
east-africa_132_0,-5.871977020955831,32.20117927232991,2500,2500,east-africa_132_label_building.tif,east-africa_132_label_roads.tif,True,0.98298896,6250000
east-africa_133_0,-4.047516934510676,31.138926294483905,2500,2500,east-africa_133_label_building.tif,east-africa_133_label_roads.tif,True,0.9894912,6250000
east-africa_134_0,-2.421989658630056,32.83260368665445,2500,2500,east-africa_134_label_building.tif,east-africa_134_label_roads.tif,True,0.9463416,6250000
east-africa_135_0,-2.041694641113281,33.74250411987305,2500,2500,,,True,0.88161008,6250000
east-africa_136_0,-2.0270968769670024,34.57705776955703,2500,2500,east-africa_136_label_building.tif,east-africa_136_label_roads.tif,True,0.94766656,6250000
east-africa_137_0,-1.24169921875,34.25883865356445,2500,2500,,,True,0.70190432,6250000
east-africa_138_0,-1.3000335693359375,34.575496673583984,2500,2500,,,True,0.76318384,6250000
east-africa_139_0,-1.3917007446289062,33.67560577392578,2500,2500,,,True,0.79135824,6250000
east-africa_140_0,-1.7333755493164062,33.26386279355101,2500,2500,east-africa_140_label_building.tif,east-africa_140_label_roads.tif,True,0.921428,6250000
east-africa_141_0,-1.8833694458007808,33.300846099853516,2500,2500,,,True,0.83725056,6250000
east-africa_142_0,-1.925482473429784,32.876146642891726,2500,2500,east-africa_142_label_building.tif,east-africa_142_label_roads.tif,True,0.96474176,6250000
east-africa_143_0,-2.3023673055234544,32.005760144494225,2500,2500,east-africa_143_label_building.tif,east-africa_143_label_roads.tif,True,0.96563312,6250000
east-africa_144_0,-2.5305736542010213,31.63219535545752,2500,2500,east-africa_144_label_building.tif,east-africa_144_label_roads.tif,True,0.96735808,6250000
east-africa_145_0,-1.6245967993200894,31.468971719025543,2500,2500,east-africa_145_label_building.tif,east-africa_145_label_roads.tif,True,0.92472048,6250000
east-africa_146_0,-1.203994442072262,31.68664439341141,2500,2500,east-africa_146_label_building.tif,east-africa_146_label_roads.tif,True,0.97115376,6250000
east-africa_147_0,-1.4614273039879724,31.03018053339008,2500,2500,east-africa_147_label_building.tif,east-africa_147_label_roads.tif,True,0.94731792,6250000
east-africa_148_0,-1.356302374511151,30.765413934573623,2500,2500,east-africa_148_label_building.tif,east-africa_148_label_roads.tif,True,0.93489872,6250000
east-africa_149_0,-1.85003662109375,29.975461959838867,2500,2500,,,True,0.67687216,6250000
east-africa_150_0,-2.200035095214844,29.95053482055664,2500,2500,,,True,0.75388496,6250000
east-africa_151_0,-2.4000396728515625,28.850778579711918,2500,2500,,,True,0.6735472,6250000
east-africa_152_0,-2.9250259399414062,29.750730514526367,2500,2500,,,True,0.62282304,6250000
east-africa_153_0,-2.563114135104955,30.32671788921505,2500,2500,east-africa_153_label_building.tif,east-africa_153_label_roads.tif,True,0.92717216,6250000
east-africa_154_0,-1.97503662109375,29.633872985839844,2500,2500,,,True,0.68382608,6250000
east-africa_155_0,-2.0667037963867188,29.425594329833984,2500,2500,,,True,0.66244448,6250000
east-africa_156_0,-1.4000396728515625,29.525421142578125,2500,2500,,,True,0.77341504,6250000
east-africa_157_0,-1.5833740234375,29.175506591796875,2500,2500,,,True,0.83606976,6250000
east-africa_158_0,-1.200042724609375,29.525373458862305,2500,2500,,,True,0.82123024,6250000
east-africa_159_0,-0.4787348449685854,30.5659218293692,2500,2500,east-africa_159_label_building.tif,east-africa_159_label_roads.tif,True,0.94893792,6250000
east-africa_160_0,-1.1500320434570312,29.8836669921875,2500,2500,,,True,0.78843552,6250000
east-africa_161_0,-1.1351657243221616,30.301273486168,2500,2500,east-africa_161_label_building.tif,east-africa_161_label_roads.tif,True,0.96534528,6250000
east-africa_162_0,0.2175637622795154,29.818884548600828,2500,2500,east-africa_162_label_building.tif,east-africa_162_label_roads.tif,True,0.9509,6250000
east-africa_163_0,0.475222183074697,32.66949467728311,2500,2500,east-africa_163_label_building.tif,east-africa_163_label_roads.tif,True,0.92739952,6250000
east-africa_164_0,0.4243055837764847,32.36482420074514,2500,2500,east-africa_164_label_building.tif,east-africa_164_label_roads.tif,True,0.91455024,6250000
east-africa_165_0,0.5497360229492188,33.05839920043945,2500,2500,,,True,0.76609424,6250000
east-africa_166_0,0.5747528076171875,33.96672821044922,2500,2500,,,True,0.63450576,6250000
east-africa_167_0,-0.2030969776740908,31.639498825437155,2500,2500,east-africa_167_label_building.tif,east-africa_167_label_roads.tif,True,0.94361136,6250000
east-africa_168_0,-1.7079250653874474,30.79083200702517,2500,2500,east-africa_168_label_building.tif,east-africa_168_label_roads.tif,True,0.93689824,6250000
east-africa_169_0,-0.4316733765463557,30.032789648553933,2500,2500,east-africa_169_label_building.tif,east-africa_169_label_roads.tif,True,0.94532464,6250000
east-africa_170_0,0.4641349924989093,30.986533004251257,2500,2500,east-africa_170_label_building.tif,east-africa_170_label_roads.tif,True,0.9283368,6250000
east-africa_171_0,-1.0500411987304688,33.93380355834961,2500,2500,,,True,0.780364,6250000
east-africa_172_0,-2.523326900482147,31.17888604374381,2500,2500,east-africa_172_label_building.tif,east-africa_172_label_roads.tif,True,0.95305056,6250000
east-africa_173_0,-2.896435748996613,31.82439427199616,2500,2500,east-africa_173_label_building.tif,east-africa_173_label_roads.tif,True,0.9431496,6250000
east-africa_174_0,-3.008900062655403,32.81800721415166,2500,2500,east-africa_174_label_building.tif,east-africa_174_label_roads.tif,True,0.96516736,6250000
east-africa_175_0,0.1631895044368014,31.080963830959423,2500,2500,east-africa_175_label_building.tif,east-africa_175_label_roads.tif,True,0.94030048,6250000
east-africa_176_0,-0.4207522107271085,31.25137208231572,2500,2500,east-africa_176_label_building.tif,east-africa_176_label_roads.tif,True,0.94237728,6250000
east-africa_177_0,2.8926305559098786,32.17969703428824,2500,2500,east-africa_177_label_building.tif,east-africa_177_label_roads.tif,True,0.90066032,6250000
east-africa_178_0,2.3470576151297147,32.794049334338304,2500,2500,east-africa_178_label_building.tif,east-africa_178_label_roads.tif,True,0.9342912,6250000
east-africa_179_0,2.0606725326831348,32.035089214811315,2500,2500,east-africa_179_label_building.tif,east-africa_179_label_roads.tif,True,0.92692384,6250000
east-africa_180_0,1.7950496312255384,31.61869077116412,2500,2500,east-africa_180_label_building.tif,east-africa_180_label_roads.tif,True,0.96248512,6250000
east-africa_181_0,1.5382024744786649,31.231947781604976,2500,2500,east-africa_181_label_building.tif,east-africa_181_label_roads.tif,True,0.9287032,6250000
east-africa_182_0,3.1225154729158646,30.803559887127584,2500,2500,east-africa_182_label_building.tif,east-africa_182_label_roads.tif,True,0.90498736,6250000
east-africa_183_0,3.517629911909339,30.841890707368343,2500,2500,east-africa_183_label_building.tif,east-africa_183_label_roads.tif,True,0.94309088,6250000
east-africa_184_0,3.485220458124604,31.68938152808844,2500,2500,east-africa_184_label_building.tif,east-africa_184_label_roads.tif,True,0.95572624,6250000
east-africa_185_0,3.3999099731445312,32.77325448637512,2500,2500,east-africa_185_label_building.tif,east-africa_185_label_roads.tif,True,0.94405584,6250000
east-africa_186_0,1.0496139526367188,34.200069427490234,2500,2500,,,True,0.69626336,6250000
east-africa_187_0,1.2328720092773435,34.05006408691406,2500,2500,,,True,0.63444016,6250000
east-africa_188_0,1.391204833984375,34.6083984375,2500,2500,,,True,0.8376,6250000
east-africa_189_0,0.9595992373369956,32.38652499338699,2500,2500,east-africa_189_label_building.tif,east-africa_189_label_roads.tif,True,0.94832368,6250000
east-africa_190_0,1.2932331592940145,31.9110754542752,2500,2500,east-africa_190_label_building.tif,east-africa_190_label_roads.tif,True,0.943344,6250000
east-africa_191_0,2.9820556640625,32.96673965454101,2500,2500,,,True,0.67505696,6250000
east-africa_192_0,2.8155746459960938,33.55006790161133,2500,2500,,,True,0.72264704,6250000
east-africa_193_0,3.1155548095703125,34.000064849853516,2500,2500,,,True,0.80008064,6250000
east-africa_194_0,3.6320571899414062,34.02506637573242,2500,2500,,,True,0.77067184,6250000
east-africa_195_0,3.6652145385742183,33.366737365722656,2500,2500,,,True,0.7217976,6250000
east-africa_196_0,3.718315067170816,32.56941400102812,2500,2500,east-africa_196_label_building.tif,east-africa_196_label_roads.tif,True,0.95756768,6250000
east-africa_197_0,3.7711985975710176,31.62441886301693,2500,2500,east-africa_197_label_building.tif,east-africa_197_label_roads.tif,True,0.94423056,6250000
east-africa_198_0,2.597627484269732,30.980783786432887,2500,2500,east-africa_198_label_building.tif,east-africa_198_label_roads.tif,True,0.93936128,6250000
east-africa_199_0,2.2819505258381527,31.293869671281485,2500,2500,east-africa_199_label_building.tif,east-africa_199_label_roads.tif,True,0.96723472,6250000
east-africa_200_0,1.0540031696393644,30.688668597907043,2500,2500,east-africa_200_label_building.tif,east-africa_200_label_roads.tif,True,0.95109184,6250000
east-africa_201_0,1.832603454589844,33.508399963378906,2500,2500,,,True,0.64063808,6250000
east-africa_202_0,2.265777587890625,33.50006866455078,2500,2500,,,True,0.69449152,6250000
east-africa_203_0,1.0578536987304688,33.0167350769043,2500,2500,,,True,0.65936112,6250000
east-africa_204_0,1.54107666015625,33.82506561279297,2500,2500,,,True,0.63100336,6250000
east-africa_205_0,1.2828216552734375,33.72507095336914,2500,2500,,,True,0.63072848,6250000
east-africa_206_0,3.075592495263856,32.56950383255654,2500,2500,east-africa_206_label_building.tif,east-africa_206_label_roads.tif,True,0.94062432,6250000
east-africa_207_0,1.437876907930795,32.33938496131597,2500,2500,east-africa_207_label_building.tif,east-africa_207_label_roads.tif,True,0.93410928,6250000
east-africa_208_0,1.7596992614621574,32.767430840947995,2500,2500,east-africa_208_label_building.tif,east-africa_208_label_roads.tif,True,0.93882736,6250000
east-africa_209_0,2.2074127197265625,33.16672897338867,2500,2500,,,True,0.61498512,6250000
east-africa_210_0,2.632484436035156,34.5417366027832,2500,2500,,,True,0.83210528,6250000
east-africa_211_0,2.5563869213707164,32.3273859737426,2500,2500,east-africa_211_label_building.tif,east-africa_211_label_roads.tif,True,0.937304,6250000
east-africa_212_0,1.6159896850585935,33.25006866455078,2500,2500,,,True,0.6128464,6250000
east-africa_213_0,0.9745941162109376,33.583404541015625,2500,2500,,,True,0.652544,6250000
east-africa_214_0,1.0333751294468634,31.65434381169021,2500,2500,east-africa_214_label_building.tif,east-africa_214_label_roads.tif,True,0.9303216,6250000
east-africa_215_0,2.9369021224965604,31.751578634396072,2500,2500,east-africa_215_label_building.tif,east-africa_215_label_roads.tif,True,0.93342528,6250000
east-africa_216_0,1.5411276976406858,30.84807367890912,2500,2500,east-africa_216_label_building.tif,east-africa_216_label_roads.tif,True,0.9735552,6250000
east-africa_217_0,0.8946537313194879,31.217257662876523,2500,2500,east-africa_217_label_building.tif,east-africa_217_label_roads.tif,True,0.94214224,6250000
east-africa_218_0,2.024322509765625,34.42506790161133,2500,2500,,,True,0.8311232,6250000
east-africa_219_0,2.0660324096679688,34.82505798339844,2500,2500,,,True,0.86324336,6250000
east-africa_220_0,-0.2087333471707535,32.18034111377617,2500,2500,east-africa_220_label_building.tif,east-africa_220_label_roads.tif,True,0.99209664,6250000
east-africa_221_0,-3.066068246620729,37.09321436139759,2500,2500,east-africa_221_label_building.tif,east-africa_221_label_roads.tif,True,0.98199792,6250000
east-africa_222_0,-3.218222421640337,37.4775511593186,2500,2500,east-africa_222_label_building.tif,east-africa_222_label_roads.tif,True,0.96394704,6250000
east-africa_223_0,-3.418667419858352,37.215800354222246,2500,2500,east-africa_223_label_building.tif,east-africa_223_label_roads.tif,True,0.95436256,6250000
east-africa_224_0,-3.2798580280513736,36.5594053038823,2500,2500,east-africa_224_label_building.tif,east-africa_224_label_roads.tif,True,0.94008448,6250000
east-africa_225_0,-3.10003662109375,35.367523193359375,2500,2500,,,True,0.83496592,6250000
east-africa_226_0,-1.9417037963867188,35.517215728759766,2500,2500,,,True,0.84156224,6250000
east-africa_227_0,-2.414817484959327,36.37236325124192,2500,2500,east-africa_227_label_building.tif,east-africa_227_label_roads.tif,True,0.98050656,6250000
east-africa_228_0,-4.16669464111328,35.742679595947266,2500,2500,,,True,0.73855664,6250000
east-africa_229_0,-3.858360290527344,34.76787567138672,2500,2500,,,True,0.76551152,6250000
east-africa_230_0,-4.151099565189608,37.37722941256522,2500,2500,east-africa_230_label_building.tif,east-africa_230_label_roads.tif,True,0.9538064,6250000
east-africa_231_0,-2.7826455376480634,36.06379927424934,2500,2500,east-africa_231_label_building.tif,east-africa_231_label_roads.tif,True,0.97594672,6250000
east-africa_232_0,-3.933902587573417,36.4472602727845,2500,2500,east-africa_232_label_building.tif,east-africa_232_label_roads.tif,True,0.9774888,6250000
east-africa_233_0,-4.8748438750452445,37.54973625501382,2500,2500,east-africa_233_label_building.tif,east-africa_233_label_roads.tif,True,0.9767824,6250000
east-africa_234_0,-6.0074608057604815,38.29470620683868,2500,2500,east-africa_234_label_building.tif,east-africa_234_label_roads.tif,True,0.94928304,6250000
east-africa_235_0,-6.131828160906741,37.71028225686172,2500,2500,east-africa_235_label_building.tif,east-africa_235_label_roads.tif,True,0.9598496,6250000
east-africa_236_0,-7.228756684167852,38.50773434462798,2500,2500,east-africa_236_label_building.tif,east-africa_236_label_roads.tif,True,0.96920352,6250000
east-africa_237_0,-5.125022888183594,39.668655395507805,2500,2500,,,True,0.83868032,6250000
east-africa_238_0,-4.8333587646484375,39.63521957397461,2500,2500,,,True,0.88404272,6250000
east-africa_239_0,-4.776717657728207,38.17487432868606,2500,2500,east-africa_239_label_building.tif,east-africa_239_label_roads.tif,True,0.9451768,6250000
east-africa_240_0,-5.328776466204107,37.91981301836213,2500,2500,east-africa_240_label_building.tif,east-africa_240_label_roads.tif,True,0.91202,6250000
east-africa_241_0,-5.008346557617188,38.968852996826165,2500,2500,,,True,0.76714928,6250000
east-africa_242_0,-6.816680908203125,33.41939163208008,2500,2500,,,True,0.58590592,6250000
east-africa_243_0,-9.041671752929688,35.20245361328125,2500,2500,,,True,0.53650416,6250000
east-africa_244_0,-2.47503662109375,34.192581176757805,2500,2500,,,True,0.84994336,6250000
east-africa_245_0,-5.29168701171875,35.48469543457031,2500,2500,,,True,0.62097408,6250000
east-africa_246_0,-6.66668701171875,34.235618591308594,2500,2500,,,True,0.60796112,6250000
east-africa_247_0,-7.138015694020248,31.28378965766555,2500,2500,east-africa_247_label_building.tif,east-africa_247_label_roads.tif,True,0.93703936,6250000
east-africa_248_0,-8.414797974509066,39.39287501865991,2500,2500,east-africa_248_label_building.tif,east-africa_248_label_roads.tif,True,0.99705392,6250000
east-africa_249_0,-6.680405304891756,37.54293934927789,2500,2500,east-africa_249_label_building.tif,east-africa_249_label_roads.tif,True,0.94009072,6250000
egypt-1_7_0,31.57044184848961,25.63894494976297,704,640,egypt-1_7_label_building.tif,,True,0.9627019708806818,450560
egypt-1_8_0,31.52416442697884,25.167836120387115,192,192,egypt-1_8_label_building.tif,,True,0.992431640625,36864
egypt-1_9_0,31.453627126664166,26.15250973770792,448,384,egypt-1_9_label_building.tif,,True,0.9809860956101192,172032
egypt-1_10_0,31.15280991169232,25.470398137816343,384,576,egypt-1_10_label_building.tif,,True,0.9982186776620372,221184
egypt-1_11_0,31.265576655118736,27.283604598926225,320,256,egypt-1_11_label_building.tif,,True,0.95810546875,81920
egypt-1_12_0,31.22491073608398,27.370791973163666,256,320,egypt-1_12_label_building.tif,,True,0.94957275390625,81920
egypt-1_13_0,31.19550076620185,27.52524296866264,192,192,egypt-1_13_label_building.tif,,True,0.9783799913194444,36864
egypt-1_14_0,31.07344733719305,27.69231773058188,320,256,egypt-1_14_label_building.tif,,True,0.98958740234375,81920
egypt-1_15_0,30.96989156759171,28.361661168895,256,128,egypt-1_15_label_building.tif,,True,0.97113037109375,32768
egypt-1_16_0,30.67790177938177,29.392858087041738,192,640,egypt-1_16_label_building.tif,,True,0.9949055989583332,122880
egypt-1_17_0,30.706356327136497,33.95409230374337,896,768,egypt-1_17_label_building.tif,,True,0.995419456845238,688128
egypt-1_18_0,31.12490463256836,30.642372131347656,192,128,,,True,0.7390950520833334,24576
egypt-1_19_0,31.05801193683875,31.392773791416563,128,192,egypt-1_19_label_building.tif,,True,0.9623209635416666,24576
egypt-1_20_0,31.444176414656408,26.583697854497807,192,256,egypt-1_20_label_building.tif,,True,0.95159912109375,49152
egypt-1_21_0,31.35249617879489,26.893543896135007,256,256,egypt-1_21_label_building.tif,,True,0.9685516357421876,65536
egypt-1_22_0,31.358169139718104,27.17613518043116,128,128,egypt-1_22_label_building.tif,,True,0.91815185546875,16384
egypt-1_23_0,31.352058778025103,27.304021047289453,192,192,egypt-1_23_label_building.tif,,True,0.9490559895833334,36864
egypt-1_24_0,31.328976185795373,27.310649547917706,320,320,egypt-1_24_label_building.tif,,True,0.963037109375,102400
egypt-1_25_0,30.91334710724686,28.74936717846118,192,192,egypt-1_25_label_building.tif,,True,0.979736328125,36864
egypt-1_26_0,30.82460445771582,28.90155689980605,256,192,egypt-1_26_label_building.tif,,True,0.9998372395833334,49152
egypt-1_27_0,30.98324584960937,28.69985580444336,64,64,,,True,0.581787109375,4096
egypt-1_28_0,30.870586689915363,28.915849545448207,64,96,egypt-1_28_label_building.tif,,True,0.9677734375,6144
egypt-1_29_0,30.816581726074215,29.14183807373047,64,64,,,True,0.266845703125,4096
egypt-1_30_0,30.67922162622929,29.316221283104547,192,288,egypt-1_30_label_building.tif,,True,0.9946650752314816,55296
egypt-1_31_0,30.966575622558597,29.508901596069332,224,224,,,True,0.5818319515306123,50176
egypt-1_32_0,30.89033762789484,29.60239801299996,192,256,egypt-1_32_label_building.tif,,True,0.9686482747395834,49152
egypt-1_33_0,30.87582603120529,29.74246825253436,224,224,egypt-1_33_label_building.tif,,True,0.9670958227040816,50176
egypt-1_34_0,30.755842850812662,29.54197446293428,224,224,egypt-1_34_label_building.tif,,True,0.9738321109693876,50176
egypt-1_35_0,31.188573259071863,29.82869190320613,256,224,egypt-1_35_label_building.tif,,True,0.9937918526785714,57344
egypt-1_36_0,31.32491683959961,27.174779891967773,64,64,,,True,0.86572265625,4096
egypt-1_37_0,31.10600771387259,29.775904446352904,192,256,egypt-1_37_label_building.tif,,True,0.9700927734375,49152
egypt-1_38_0,31.07065219164412,29.80843050851019,224,256,egypt-1_38_label_building.tif,,True,0.9525146484375,57344
egypt-1_39_0,31.099903106689453,29.900653839111328,224,224,,,True,0.7768654336734694,50176
egypt-1_40_0,31.546214250241547,26.192153698599466,96,160,egypt-1_40_label_building.tif,,True,0.9555989583333332,15360
egypt-1_41_0,30.929228250009142,29.938193341734063,224,320,egypt-1_41_label_building.tif,,True,0.9569056919642858,71680
egypt-1_42_0,30.833236694335938,30.175609588623047,192,256,,,True,0.6964111328125,49152
egypt-1_43_0,30.6832275390625,30.050949096679688,320,448,,,True,0.6079450334821429,143360
egypt-1_44_0,30.92491149902344,32.19279098510742,224,160,,,True,0.6729910714285714,35840
egypt-1_45_0,30.92491149902344,32.275508880615234,96,96,,,True,0.7762586805555556,9216
egypt-1_46_0,30.949901580810543,32.31861877441406,384,256,,,True,0.8737589518229166,98304
egypt-1_47_0,31.369491819587022,27.270468691346977,128,160,egypt-1_47_label_building.tif,,True,0.95283203125,20480
egypt-1_48_0,30.99990463256836,32.342185974121094,96,224,,,True,0.7331659226190477,21504
egypt-1_49_0,31.02490234375,33.00130081176758,224,288,,,True,0.8279079861111112,64512
egypt-1_50_0,31.116565704345703,33.6014289855957,224,288,,,True,0.8846571180555556,64512
egypt-1_51_0,30.770912582380088,33.76225108641121,608,1408,egypt-1_51_label_building.tif,,True,0.9881515867972488,856064
egypt-1_52_0,31.516551971435543,26.39959526062012,64,64,,,True,0.52490234375,4096
egypt-1_53_0,31.45824432373047,31.650466918945312,96,128,,,True,0.4798177083333333,12288
egypt-1_54_0,31.43324279785156,31.641986846923828,64,128,,,True,0.2313232421875,8192
egypt-1_55_0,31.39990234375,30.400562286376957,160,320,,,True,0.75734375,51200
egypt-1_56_0,31.507604158005265,26.55303327276227,64,96,egypt-1_56_label_building.tif,,True,0.95751953125,6144
egypt-1_57_0,31.418048583384167,26.52991806384941,128,160,egypt-1_57_label_building.tif,,True,0.959814453125,20480
egypt-1_58_0,31.273996264851043,27.37105369322377,96,96,egypt-1_58_label_building.tif,,True,0.9635416666666666,9216
egypt-1_59_0,31.490512666565976,26.63395895674905,224,224,egypt-1_59_label_building.tif,,True,0.9397520727040816,50176
egypt-1_60_0,31.364053542917883,27.12246601600348,96,64,egypt-1_60_label_building.tif,,True,0.9138997395833334,6144
egypt-1_61_0,31.37491607666016,27.149715423583984,128,160,,,True,0.267578125,20480
egypt-1_62_0,31.25824737548828,27.383047103881836,64,96,,,True,0.5172526041666666,6144
egypt-1_63_0,31.241580963134766,27.40802574157715,64,64,,,True,0.610595703125,4096
egypt-1_64_0,31.237086354745667,27.844690557395506,416,192,egypt-1_64_label_building.tif,,True,0.9626277043269232,79872
egypt-1_65_0,31.17629495178453,27.860931631003904,64,128,egypt-1_65_label_building.tif,,True,0.979248046875,8192
egypt-1_66_0,31.097906984067546,27.927308340061064,256,256,egypt-1_66_label_building.tif,,True,0.9729156494140624,65536
egypt-1_67_0,31.4665641784668,30.826326370239254,352,416,,,True,0.844535347465035,146432
egypt-1_68_0,31.199901580810543,32.176761627197266,352,320,,,True,0.6820134943181818,112640
egypt-1_69_0,31.216571807861328,32.2176513671875,192,192,,,True,0.8097601996527778,36864
egypt-1_70_0,31.550363186850834,30.9046610359132,256,352,egypt-1_70_label_building.tif,,True,0.9189564098011364,90112
egypt-1_71_0,31.54348654849389,30.95142666922417,224,288,egypt-1_71_label_building.tif,,True,0.94109623015873,64512
egypt-1_72_0,31.516563415527344,31.926700592041012,352,480,,,True,0.865044981060606,168960
egypt-1_73_0,30.87489318847656,32.47618103027344,224,480,,,True,0.8656529017857143,107520
egypt-1_74_0,31.091575622558597,28.099834442138672,160,192,,,True,0.7939778645833333,30720
egypt-1_75_0,30.74874659758723,29.24548437752769,256,256,egypt-1_75_label_building.tif,,True,0.93328857421875,65536
eq-guinea_1_0,3.858573843698193,8.69495012917566,2500,2500,eq-guinea_1_label_building.tif,eq-guinea_1_label_roads.tif,True,0.9902496,6250000
eq-guinea_2_0,1.9633082822156795,9.669252839253057,2500,2500,eq-guinea_2_label_building.tif,eq-guinea_2_label_roads.tif,True,0.9436848,6250000
eq-guinea_3_0,1.5505542074366538,10.439219031169308,2500,2500,eq-guinea_3_label_building.tif,eq-guinea_3_label_roads.tif,True,0.99199728,6250000
eq-guinea_4_0,1.587359888941784,9.661816041011786,2500,2500,eq-guinea_4_label_building.tif,eq-guinea_4_label_roads.tif,True,0.98751744,6250000
eq-guinea_5_0,1.741891110804406,11.208487696823822,2500,2500,eq-guinea_5_label_building.tif,eq-guinea_5_label_roads.tif,True,0.98408576,6250000
eq-guinea_6_0,1.5327072143554683,9.50409663308398,2500,2500,eq-guinea_6_label_building.tif,eq-guinea_6_label_roads.tif,True,0.9939384,6250000
europe_0_0,64.22774569737575,-22.12472478336886,2500,2500,europe_0_label_building.tif,europe_0_label_roads.tif,True,0.96654528,6250000
europe_1_0,64.0948194163778,-22.89003246484706,2500,2500,europe_1_label_building.tif,europe_1_label_roads.tif,True,0.97953792,6250000
europe_2_0,65.66473388671875,-24.058111190795895,2500,2500,,,True,0.58354112,6250000
europe_3_0,66.23762944346407,-23.669432293206235,2500,2500,europe_3_label_building.tif,europe_3_label_roads.tif,True,0.97027728,6250000
europe_4_0,65.28220242180043,-22.499321588236644,2500,2500,europe_4_label_building.tif,europe_4_label_roads.tif,True,0.96670112,6250000
europe_5_0,64.20692830525049,-16.5166036559913,2500,2500,europe_5_label_building.tif,europe_5_label_roads.tif,True,0.98246608,6250000
europe_6_0,65.57205200195312,-14.666273117065428,2500,2500,,,True,0.66014304,6250000
europe_7_0,65.12317657470703,-14.366016387939451,2500,2500,,,True,0.52619984,6250000
europe_8_0,65.14387164049351,-17.003643410628925,2500,2500,europe_8_label_building.tif,europe_8_label_roads.tif,True,0.99275536,6250000
europe_9_0,64.13713073730469,-21.158193588256836,2500,2500,,,True,0.71922976,6250000
europe_10_0,64.65096608549591,-21.815805667245264,2500,2500,europe_10_label_building.tif,europe_10_label_roads.tif,True,0.95540624,6250000
europe_11_0,64.80374908447266,-21.14982795715332,2500,2500,,,True,0.62115088,6250000
europe_12_0,65.78854370117188,-18.391185760498047,2500,2500,,,True,0.51603232,6250000
europe_13_0,64.04037945896597,-17.941656484956237,2500,2500,europe_13_label_building.tif,europe_13_label_roads.tif,True,0.96355936,6250000
europe_14_0,50.18806365115472,14.262328499667486,2500,2500,europe_14_label_building.tif,europe_14_label_roads.tif,True,0.95139152,6250000
europe_15_0,49.86128722431997,13.19561672456186,2500,2500,europe_15_label_building.tif,europe_15_label_roads.tif,True,0.96074432,6250000
europe_16_0,50.44753592594052,13.449278132833184,2500,2500,europe_16_label_building.tif,europe_16_label_roads.tif,True,0.97379968,6250000
europe_17_0,50.208881378173835,15.574763298034668,2500,2500,,,True,0.47925568,6250000
europe_18_0,49.495952606201165,16.775110244750977,2500,2500,,,True,0.5972952,6250000
europe_19_0,49.0930508977552,14.305006746376456,2500,2500,europe_19_label_building.tif,europe_19_label_roads.tif,True,0.96599776,6250000
europe_20_0,50.070903778076165,16.791776657104492,2500,2500,,,True,0.54975616,6250000
europe_21_0,49.50020217895508,15.40828800201416,2500,2500,,,True,0.40938624,6250000
europe_22_0,71.05378723144531,-9.024803161621092,2500,2500,,,True,0.81807872,6250000
europe_23_0,74.55052947998048,18.59996795654297,2500,2500,,,True,0.8270256,6250000
europe_24_0,78.32072448730467,15.042206764221191,2500,2500,,,True,0.53722448,6250000
europe_25_0,78.75669860839844,15.717362403869627,2500,2500,,,True,0.64742064,6250000
europe_26_0,55.62425231933594,9.516518592834473,2500,2500,,,True,0.551508,6250000
europe_27_0,55.5097541809082,10.18370246887207,2500,2500,,,True,0.43310368,6250000
europe_28_0,55.14351272583008,10.292117118835447,2500,2500,,,True,0.57973008,6250000
