,samples
01940_n18.73_n63.89_train_s2.npy,16
01942_n18.73_n8.11_train_s2.npy,16
01943_n18.73_p19.59_train_s2.npy,16
01945_n18.73_p45.49_train_s2.npy,16
01946_n18.73_p123.27_train_s2.npy,16
01947_n18.73_p136.74_train_s2.npy,16
01949_n18.64_n145.11_train_s2.npy,15
01950_n18.64_n66.13_train_s2.npy,16
01952_n18.64_n40.72_train_s2.npy,16
01953_n18.64_p18.06_train_s2.npy,16
01955_n18.64_p46.22_train_s2.npy,16
01956_n18.64_p124.53_train_s2.npy,16
01957_n18.64_p137.43_train_s2.npy,16
01959_n18.55_n140.11_train_s2.npy,16
01960_n18.55_n64.11_train_s2.npy,16
01962_n18.55_n38.71_train_s2.npy,16
01963_n18.55_p17.96_train_s2.npy,16
01965_n18.55_p47.05_train_s2.npy,16
01966_n18.55_p122.67_train_s2.npy,16
01967_n18.55_p133.95_train_s2.npy,16
01969_n18.46_n146.19_train_s2.npy,16
01970_n18.46_n66.16_train_s2.npy,16
01972_n18.46_n41.06_train_s2.npy,16
01973_n18.46_p15.49_train_s2.npy,16
01975_n18.46_p40.58_train_s2.npy,11
01976_n18.46_p117.87_train_s2.npy,16
01977_n18.46_p130.84_train_s2.npy,16
01979_n18.37_n167.79_train_s2.npy,16
01980_n18.37_n71.14_train_s2.npy,16
01982_n18.37_n45.58_train_s2.npy,16
01983_n18.37_p10.46_train_s2.npy,16
01985_n18.37_p36.11_train_s2.npy,16
01986_n18.37_p119.42_train_s2.npy,16
01987_n18.37_p132.76_train_s2.npy,16
01989_n18.28_n148.21_train_s2.npy,12
01990_n18.28_n68.17_train_s2.npy,16
01992_n18.28_n46.60_train_s2.npy,12
01993_n18.28_p10.74_train_s2.npy,16
01995_n18.28_p34.11_train_s2.npy,16
01996_n18.28_p50.67_train_s2.npy,15
01997_n18.28_p130.80_train_s2.npy,16
01999_n18.19_n174.04_train_s2.npy,16
02000_n18.19_n72.20_train_s2.npy,16
02002_n18.19_n50.17_train_s2.npy,15
02003_n18.19_n38.25_train_s2.npy,16
02005_n18.19_p29.27_train_s2.npy,16
02006_n18.19_p44.40_train_s2.npy,16
02007_n18.19_p123.36_train_s2.npy,16
02009_n18.19_p148.60_train_s2.npy,16
02010_n18.10_n146.16_train_s2.npy,16
02012_n18.10_n52.79_train_s2.npy,16
02013_n18.10_n42.01_train_s2.npy,16
02015_n18.10_p26.79_train_s2.npy,16
02016_n18.10_p38.89_train_s2.npy,16
02017_n18.10_p119.70_train_s2.npy,16
02019_n18.10_p144.08_train_s2.npy,16
02020_n18.01_n167.53_train_s2.npy,16
02022_n18.01_n56.25_train_s2.npy,16
02023_n18.01_n45.30_train_s2.npy,16
02025_n18.01_p25.08_train_s2.npy,16
02026_n18.01_p37.08_train_s2.npy,16
02027_n18.01_p118.50_train_s2.npy,16
02029_n18.01_p143.63_train_s2.npy,16
02030_n17.92_n170.09_train_s2.npy,16
02032_n17.92_n57.36_train_s2.npy,16
02033_n17.92_n46.22_train_s2.npy,16
02035_n17.92_p22.05_train_s2.npy,15
02036_n17.92_p33.56_train_s2.npy,14
02037_n17.92_p49.14_train_s2.npy,16
02039_n17.92_p140.25_train_s2.npy,16
02040_n17.83_n177.26_train_s2.npy,15
02042_n17.83_n56.95_train_s2.npy,16
02043_n17.83_n46.19_train_s2.npy,16
02045_n17.83_p22.03_train_s2.npy,16
02046_n17.83_p32.70_train_s2.npy,16
02047_n17.83_p48.93_train_s2.npy,16
02049_n17.83_p143.10_train_s2.npy,16
02050_n17.74_n145.61_train_s2.npy,16
02052_n17.74_n54.01_train_s2.npy,16
02053_n17.74_n41.37_train_s2.npy,16
02055_n17.74_p25.71_train_s2.npy,16
02056_n17.74_p37.69_train_s2.npy,16
02058_n17.74_p131.37_train_s2.npy,14
02060_n17.65_n152.04_train_s2.npy,16
02061_n17.65_n71.24_train_s2.npy,16
02063_n17.65_n47.57_train_s2.npy,16
02064_n17.65_n8.72_train_s2.npy,16
02066_n17.65_p30.97_train_s2.npy,16
02067_n17.65_p47.47_train_s2.npy,16
02068_n17.65_p126.49_train_s2.npy,16
02070_n17.65_p176.65_train_s2.npy,14
02071_n17.56_n140.65_train_s2.npy,16
02073_n17.56_n50.56_train_s2.npy,16
02074_n17.56_n40.00_train_s2.npy,16
02076_n17.56_p25.59_train_s2.npy,16
02077_n17.56_p38.97_train_s2.npy,16
02078_n17.56_p57.91_train_s2.npy,16
02080_n17.56_p142.54_train_s2.npy,16
02081_n17.47_n175.34_train_s2.npy,15
02083_n17.47_n58.73_train_s2.npy,16
02084_n17.47_n46.58_train_s2.npy,16
02086_n17.47_p20.02_train_s2.npy,16
02087_n17.47_p30.85_train_s2.npy,16
02088_n17.47_p45.07_train_s2.npy,16
02090_n17.47_p139.17_train_s2.npy,16
02091_n17.38_n175.15_train_s2.npy,16
02093_n17.38_n61.15_train_s2.npy,16
02094_n17.38_n48.25_train_s2.npy,16
02096_n17.38_p18.31_train_s2.npy,16
02097_n17.38_p30.74_train_s2.npy,16
02098_n17.38_p45.89_train_s2.npy,16
02100_n17.38_p137.40_train_s2.npy,16
02101_n17.38_p154.72_train_s2.npy,16
02103_n17.29_n66.67_train_s2.npy,16
02104_n17.29_n53.68_train_s2.npy,16
02106_n17.29_p13.69_train_s2.npy,16
02107_n17.29_p25.45_train_s2.npy,16
02108_n17.29_p37.59_train_s2.npy,16
02110_n17.29_p131.02_train_s2.npy,16
02111_n17.29_p143.44_train_s2.npy,16
02113_n17.20_n136.60_train_s2.npy,16
02114_n17.20_n62.59_train_s2.npy,16
02116_n17.20_n38.79_train_s2.npy,16
02117_n17.20_p17.26_train_s2.npy,16
02118_n17.20_p27.98_train_s2.npy,13
02120_n17.20_p119.01_train_s2.npy,16
02121_n17.20_p131.43_train_s2.npy,16
02123_n17.11_n169.43_train_s2.npy,13
02124_n17.11_n70.26_train_s2.npy,16
02126_n17.11_n46.29_train_s2.npy,16
02127_n17.11_p11.89_train_s2.npy,16
02128_n17.11_p24.11_train_s2.npy,16
02130_n17.11_p59.73_train_s2.npy,15
02131_n17.11_p129.67_train_s2.npy,16
02133_n17.02_n170.75_train_s2.npy,16
02134_n17.02_n70.79_train_s2.npy,16
02136_n17.02_n45.70_train_s2.npy,16
02137_n17.02_p12.73_train_s2.npy,16
02138_n17.02_p22.50_train_s2.npy,16
02140_n17.02_p48.05_train_s2.npy,16
02141_n17.02_p126.97_train_s2.npy,16
02143_n17.02_p176.67_train_s2.npy,16
02144_n16.93_n145.16_train_s2.npy,12
02146_n16.93_n54.43_train_s2.npy,16
02147_n16.93_n44.19_train_s2.npy,16
02148_n16.93_p13.38_train_s2.npy,16
02150_n16.93_p35.27_train_s2.npy,16
02151_n16.93_p50.95_train_s2.npy,16
02153_n16.93_p136.80_train_s2.npy,16
02154_n16.93_p151.82_train_s2.npy,16
02156_n16.84_n65.38_train_s2.npy,16
02157_n16.84_n52.15_train_s2.npy,16
02158_n16.84_n40.97_train_s2.npy,16
02160_n16.84_p27.36_train_s2.npy,16
02161_n16.84_p41.63_train_s2.npy,16
02163_n16.84_p133.63_train_s2.npy,16
02164_n16.84_p145.27_train_s2.npy,16
02166_n16.75_n74.64_train_s2.npy,16
02167_n16.75_n63.47_train_s2.npy,16
02168_n16.75_n50.71_train_s2.npy,16
02170_n16.75_p16.75_train_s2.npy,16
02171_n16.75_p29.04_train_s2.npy,16
02173_n16.75_p121.27_train_s2.npy,16
02174_n16.75_p132.71_train_s2.npy,16
02176_n16.66_n151.87_train_s2.npy,16
02177_n16.66_n70.47_train_s2.npy,16
02178_n16.66_n57.06_train_s2.npy,16
02180_n16.66_n2.67_train_s2.npy,16
02181_n16.66_p20.77_train_s2.npy,16
02183_n16.66_p47.59_train_s2.npy,16
02184_n16.66_p126.36_train_s2.npy,16
02186_n16.66_p151.40_train_s2.npy,16
02187_n16.57_n148.70_train_s2.npy,16
02188_n16.57_n69.22_train_s2.npy,16
02190_n16.57_n45.32_train_s2.npy,16
02191_n16.57_p12.98_train_s2.npy,16
02193_n16.57_p35.85_train_s2.npy,16
02194_n16.57_p50.28_train_s2.npy,16
02196_n16.57_p137.07_train_s2.npy,16
02197_n16.57_p176.34_train_s2.npy,16
02198_n16.48_n147.35_train_s2.npy,15
02200_n16.48_n55.33_train_s2.npy,16
02201_n16.48_n43.62_train_s2.npy,16
02203_n16.48_p24.97_train_s2.npy,16
02204_n16.48_p39.21_train_s2.npy,16
02206_n16.48_p129.26_train_s2.npy,16
02207_n16.48_p140.69_train_s2.npy,16
02208_n16.39_n172.84_train_s2.npy,16
02210_n16.39_n58.11_train_s2.npy,9
02211_n16.39_n48.00_train_s2.npy,16
02213_n16.39_p19.43_train_s2.npy,15
02214_n16.39_p30.39_train_s2.npy,16
02216_n16.39_p120.11_train_s2.npy,16
02217_n16.39_p131.25_train_s2.npy,16
02218_n16.39_p141.84_train_s2.npy,16
02220_n16.30_n72.68_train_s2.npy,16
02221_n16.30_n55.37_train_s2.npy,16
02223_n16.30_p11.84_train_s2.npy,16
02224_n16.30_p24.48_train_s2.npy,16
02226_n16.30_p120.98_train_s2.npy,16
02227_n16.30_p132.40_train_s2.npy,15
02228_n16.30_p144.57_train_s2.npy,16
02230_n16.21_n72.65_train_s2.npy,16
02231_n16.21_n59.92_train_s2.npy,16
02233_n16.21_n8.09_train_s2.npy,16
02236_n16.21_p44.77_train_s2.npy,16
02237_n16.21_p120.36_train_s2.npy,16
02238_n16.21_p130.93_train_s2.npy,16
02240_n16.12_n152.84_train_s2.npy,16
02241_n16.12_n69.80_train_s2.npy,16
02243_n16.12_n45.02_train_s2.npy,16
02244_n16.12_p11.45_train_s2.npy,16
02246_n16.12_p35.39_train_s2.npy,16
02247_n16.12_p53.44_train_s2.npy,16
02248_n16.12_p127.59_train_s2.npy,16
02250_n16.03_n170.00_train_s2.npy,16
02251_n16.03_n73.24_train_s2.npy,16
02253_n16.03_n48.94_train_s2.npy,16
02254_n16.03_n8.55_train_s2.npy,16
02256_n16.03_p30.62_train_s2.npy,16
02257_n16.03_p49.50_train_s2.npy,16
02258_n16.03_p125.03_train_s2.npy,16
02260_n16.03_p178.69_train_s2.npy,16
02261_n15.94_n141.32_train_s2.npy,16
02263_n15.94_n52.28_train_s2.npy,16
02264_n15.94_n40.78_train_s2.npy,16
02266_n15.94_p25.55_train_s2.npy,16
02267_n15.94_p38.26_train_s2.npy,16
02268_n15.94_p58.54_train_s2.npy,16
02270_n15.94_p142.63_train_s2.npy,16
02271_n15.85_n148.53_train_s2.npy,16
02273_n15.85_n54.96_train_s2.npy,16
02274_n15.85_n44.40_train_s2.npy,16
02276_n15.85_p21.62_train_s2.npy,16
02277_n15.85_p33.57_train_s2.npy,15
02278_n15.85_p48.61_train_s2.npy,16
02280_n15.85_p136.67_train_s2.npy,16
02281_n15.85_p177.01_train_s2.npy,16
02283_n15.76_n65.59_train_s2.npy,16
02284_n15.76_n52.14_train_s2.npy,16
02286_n15.76_p17.41_train_s2.npy,16
02287_n15.76_p27.49_train_s2.npy,16
02288_n15.76_p40.19_train_s2.npy,16
02290_n15.76_p131.31_train_s2.npy,16
02291_n15.76_p143.73_train_s2.npy,16
02293_n15.67_n67.51_train_s2.npy,15
02294_n15.67_n53.98_train_s2.npy,16
02296_n15.67_p14.88_train_s2.npy,16
02297_n15.67_p27.85_train_s2.npy,14
02298_n15.67_p41.66_train_s2.npy,16
02300_n15.67_p131.34_train_s2.npy,16
02301_n15.67_p143.09_train_s2.npy,16
02303_n15.58_n71.86_train_s2.npy,16
02304_n15.58_n56.10_train_s2.npy,16
02306_n15.58_p11.24_train_s2.npy,16
02307_n15.58_p22.90_train_s2.npy,16
02308_n15.58_p36.33_train_s2.npy,16
02310_n15.58_p131.27_train_s2.npy,16
02311_n15.58_p143.86_train_s2.npy,16
02313_n15.49_n68.75_train_s2.npy,16
02315_n15.49_n42.93_train_s2.npy,16
02317_n15.49_p25.40_train_s2.npy,16
02318_n15.49_p37.89_train_s2.npy,16
02319_n15.49_p53.65_train_s2.npy,16
02321_n15.49_p139.68_train_s2.npy,16
02322_n15.40_n169.75_train_s2.npy,16
02324_n15.40_n56.43_train_s2.npy,16
02325_n15.40_n43.85_train_s2.npy,16
02327_n15.40_p31.55_train_s2.npy,16
02328_n15.40_p50.09_train_s2.npy,16
02329_n15.40_p131.07_train_s2.npy,16
02331_n15.31_n139.95_train_s2.npy,16
02332_n15.31_n68.88_train_s2.npy,16
02334_n15.31_n43.08_train_s2.npy,16
02335_n15.31_p12.99_train_s2.npy,16
02337_n15.31_p44.38_train_s2.npy,16
02338_n15.31_p125.23_train_s2.npy,16
02339_n15.31_p136.41_train_s2.npy,16
02341_n15.22_n140.43_train_s2.npy,16
02342_n15.22_n69.50_train_s2.npy,16
02344_n15.22_n43.15_train_s2.npy,16
02345_n15.22_p13.45_train_s2.npy,16
02347_n15.22_p43.06_train_s2.npy,16
02348_n15.22_p123.96_train_s2.npy,16
02349_n15.22_p136.52_train_s2.npy,16
02351_n15.13_n77.95_train_s2.npy,16
02352_n15.13_n67.24_train_s2.npy,16
02354_n15.13_n41.93_train_s2.npy,16
02355_n15.13_p15.22_train_s2.npy,16
02357_n15.13_p42.77_train_s2.npy,13
02358_n15.13_p123.92_train_s2.npy,16
02359_n15.13_p134.72_train_s2.npy,16
02361_n15.04_n139.12_train_s2.npy,16
02362_n15.04_n69.35_train_s2.npy,16
02364_n15.04_n43.02_train_s2.npy,16
02365_n15.04_p15.95_train_s2.npy,16
02367_n15.04_p47.30_train_s2.npy,16
02368_n15.04_p127.49_train_s2.npy,16
02369_n15.04_p137.72_train_s2.npy,14
02371_n14.95_n139.08_train_s2.npy,16
02372_n14.95_n66.54_train_s2.npy,16
02374_n14.96_n41.24_train_s2.npy,16
02375_n14.95_p17.81_train_s2.npy,16
02377_n14.95_p44.41_train_s2.npy,16
02378_n14.95_p125.87_train_s2.npy,16
02379_n14.95_p136.48_train_s2.npy,16
02381_n14.87_n141.61_train_s2.npy,16
02382_n14.86_n67.72_train_s2.npy,16
02384_n14.87_n41.69_train_s2.npy,16
02385_n14.86_p15.29_train_s2.npy,16
02387_n14.87_p44.76_train_s2.npy,16
02388_n14.87_p127.20_train_s2.npy,16
02389_n14.87_p139.38_train_s2.npy,16
02391_n14.78_n77.25_train_s2.npy,16
02392_n14.77_n66.01_train_s2.npy,16
02394_n14.78_n41.67_train_s2.npy,16
02395_n14.78_p15.19_train_s2.npy,16
02397_n14.78_p43.99_train_s2.npy,16
02398_n14.77_p125.00_train_s2.npy,16
02399_n14.77_p136.99_train_s2.npy,16
02401_n14.69_n76.58_train_s2.npy,16
02402_n14.69_n65.25_train_s2.npy,16
02404_n14.69_n40.26_train_s2.npy,16
02405_n14.69_p16.58_train_s2.npy,16
02407_n14.69_p45.74_train_s2.npy,16
02408_n14.69_p129.43_train_s2.npy,16
02409_n14.69_p142.24_train_s2.npy,16
02411_n14.60_n72.83_train_s2.npy,16
02412_n14.59_n59.83_train_s2.npy,16
02414_n14.60_p11.74_train_s2.npy,16
02415_n14.60_p25.58_train_s2.npy,16
02417_n14.60_p121.93_train_s2.npy,16
02418_n14.60_p135.49_train_s2.npy,16
02419_n14.51_n176.38_train_s2.npy,16
02421_n14.51_n57.12_train_s2.npy,16
02422_n14.51_n42.18_train_s2.npy,16
02424_n14.51_p39.40_train_s2.npy,16
02425_n14.51_p127.29_train_s2.npy,16
02427_n14.42_n141.04_train_s2.npy,16
02429_n14.42_n51.71_train_s2.npy,16
02430_n14.42_n40.77_train_s2.npy,16
02432_n14.42_p35.02_train_s2.npy,16
02433_n14.42_p49.86_train_s2.npy,15
02435_n14.42_p147.26_train_s2.npy,16
02436_n14.33_n77.09_train_s2.npy,16
02438_n14.33_n50.02_train_s2.npy,16
02439_n14.33_n38.34_train_s2.npy,16
02440_n14.33_p19.24_train_s2.npy,16
02442_n14.33_p118.44_train_s2.npy,16
02443_n14.33_p132.44_train_s2.npy,15
02445_n14.24_n141.30_train_s2.npy,14
02446_n14.24_n68.54_train_s2.npy,16
02448_n14.24_n40.92_train_s2.npy,16
02449_n14.24_p15.34_train_s2.npy,16
02450_n14.24_p35.55_train_s2.npy,16
02452_n14.24_p131.94_train_s2.npy,16
02453_n14.24_p147.88_train_s2.npy,16
02455_n14.15_n65.36_train_s2.npy,16
02456_n14.15_n50.35_train_s2.npy,16
02458_n14.15_p19.69_train_s2.npy,16
02459_n14.15_p34.14_train_s2.npy,16
02460_n14.15_p58.78_train_s2.npy,16
02462_n14.15_p147.44_train_s2.npy,15
02463_n14.06_n75.90_train_s2.npy,15
02465_n14.06_n46.26_train_s2.npy,16
02466_n14.06_n2.18_train_s2.npy,16
02468_n14.06_p43.95_train_s2.npy,15
02469_n14.06_p124.43_train_s2.npy,16
02470_n14.06_p135.91_train_s2.npy,16
02472_n13.97_n73.55_train_s2.npy,16
02473_n13.97_n59.01_train_s2.npy,16
02475_n13.97_n3.66_train_s2.npy,16
02476_n13.97_p28.56_train_s2.npy,16
02478_n13.97_p124.18_train_s2.npy,14
02479_n13.97_p136.58_train_s2.npy,16
02480_n13.88_n172.83_train_s2.npy,16
02482_n13.88_n57.05_train_s2.npy,16
02483_n13.88_n43.64_train_s2.npy,16
02485_n13.88_p29.38_train_s2.npy,16
02486_n13.88_p45.49_train_s2.npy,16
02488_n13.88_p139.70_train_s2.npy,16
02489_n13.79_n171.07_train_s2.npy,16
02490_n13.79_n72.38_train_s2.npy,16
02492_n13.79_n44.91_train_s2.npy,16
02493_n13.79_p12.53_train_s2.npy,16
02495_n13.79_p45.83_train_s2.npy,13
02496_n13.79_p127.42_train_s2.npy,16
02498_n13.70_n132.93_train_s2.npy,16
02499_n13.70_n62.37_train_s2.npy,16
02500_n13.70_n47.58_train_s2.npy,16
02502_n13.70_p29.73_train_s2.npy,16
02503_n13.70_p45.54_train_s2.npy,16
02505_n13.70_p141.90_train_s2.npy,16
02506_n13.61_n71.95_train_s2.npy,16
02508_n13.61_p27.50_train_s2.npy,10
02509_n13.61_p120.20_train_s2.npy,16
02510_n13.52_n178.29_train_s2.npy,16
02512_n13.52_n60.20_train_s2.npy,16
02513_n13.52_n46.62_train_s2.npy,16
02515_n13.52_p30.35_train_s2.npy,16
02516_n13.52_p49.20_train_s2.npy,16
02518_n13.52_p145.58_train_s2.npy,16
02519_n13.43_n77.53_train_s2.npy,16
02520_n13.43_n56.84_train_s2.npy,16
02522_n13.43_p14.08_train_s2.npy,16
02523_n13.43_p31.82_train_s2.npy,16
02525_n13.43_p125.83_train_s2.npy,16
02526_n13.43_p141.26_train_s2.npy,16
02528_n13.34_n67.73_train_s2.npy,16
02529_n13.34_n51.75_train_s2.npy,16
02530_n13.34_n39.56_train_s2.npy,16
02532_n13.34_p37.16_train_s2.npy,12
02533_n13.34_p116.85_train_s2.npy,16
02535_n13.25_n173.36_train_s2.npy,16
02536_n13.25_n73.04_train_s2.npy,16
02538_n13.25_n41.30_train_s2.npy,16
02539_n13.25_p16.56_train_s2.npy,16
02540_n13.25_p36.31_train_s2.npy,16
02542_n13.25_p134.69_train_s2.npy,14
02543_n13.16_n163.44_train_s2.npy,15
02545_n13.16_n49.22_train_s2.npy,16
02546_n13.16_n7.89_train_s2.npy,16
02548_n13.16_p42.49_train_s2.npy,16
02549_n13.16_p122.75_train_s2.npy,16
02550_n13.16_p137.61_train_s2.npy,14
02552_n13.07_n70.98_train_s2.npy,16
02553_n13.07_n51.42_train_s2.npy,14
02555_n13.07_p17.02_train_s2.npy,16
02556_n13.07_p36.20_train_s2.npy,16
02558_n13.07_p134.44_train_s2.npy,16
02559_n12.98_n173.09_train_s2.npy,16
02560_n12.98_n72.32_train_s2.npy,16
02562_n12.98_n42.09_train_s2.npy,16
02563_n12.98_p15.72_train_s2.npy,16
02565_n12.98_p117.68_train_s2.npy,16
02566_n12.98_p132.80_train_s2.npy,16
02568_n12.89_n72.30_train_s2.npy,16
02569_n12.89_n51.84_train_s2.npy,16
02570_n12.89_n37.10_train_s2.npy,16
02572_n12.89_p40.14_train_s2.npy,16
02573_n12.89_p121.52_train_s2.npy,15
02575_n12.80_n140.62_train_s2.npy,16
02576_n12.80_n65.45_train_s2.npy,16
02578_n12.80_n7.51_train_s2.npy,15
02579_n12.80_p30.81_train_s2.npy,16
02580_n12.80_p50.44_train_s2.npy,16
02582_n12.80_p148.63_train_s2.npy,16
02583_n12.71_n59.35_train_s2.npy,16
02585_n12.71_p49.23_train_s2.npy,16
02586_n12.71_p142.79_train_s2.npy,15
02588_n12.62_n58.88_train_s2.npy,16
02589_n12.62_n44.15_train_s2.npy,16
02590_n12.62_p13.58_train_s2.npy,16
02592_n12.62_p46.63_train_s2.npy,16
02593_n12.62_p123.51_train_s2.npy,16
02595_n12.53_n141.67_train_s2.npy,16
02596_n12.53_n66.30_train_s2.npy,16
02598_n12.53_n7.50_train_s2.npy,15
02599_n12.53_p28.11_train_s2.npy,16
02600_n12.53_p48.45_train_s2.npy,16
02602_n12.53_p144.34_train_s2.npy,16
02603_n12.44_n77.42_train_s2.npy,16
02605_n12.44_n45.31_train_s2.npy,16
02606_n12.44_n1.89_train_s2.npy,16
02608_n12.44_p60.31_train_s2.npy,16
02609_n12.44_p131.42_train_s2.npy,16
02610_n12.44_p177.70_train_s2.npy,15
02612_n12.35_n54.94_train_s2.npy,16
02613_n12.35_n39.77_train_s2.npy,16
02615_n12.35_p37.66_train_s2.npy,16
02616_n12.35_p98.53_train_s2.npy,16
02618_n12.26_n171.50_train_s2.npy,16
02619_n12.26_n71.11_train_s2.npy,16
02620_n12.26_n56.12_train_s2.npy,16
02622_n12.26_p17.42_train_s2.npy,16
02623_n12.26_p37.92_train_s2.npy,16
02625_n12.26_p133.16_train_s2.npy,15
02626_n12.17_n163.18_train_s2.npy,16
02628_n12.17_n47.84_train_s2.npy,16
02629_n12.17_n9.24_train_s2.npy,16
02630_n12.17_p27.80_train_s2.npy,16
02632_n12.17_p123.20_train_s2.npy,15
02633_n12.17_p140.94_train_s2.npy,15
02635_n12.08_n63.34_train_s2.npy,16
02636_n12.08_n47.81_train_s2.npy,16
02638_n12.08_p28.98_train_s2.npy,16
02639_n12.08_p46.16_train_s2.npy,16
02640_n12.08_p123.14_train_s2.npy,16
02642_n11.99_n150.93_train_s2.npy,15
02643_n11.99_n63.05_train_s2.npy,16
02645_n11.99_p14.10_train_s2.npy,16
02646_n11.99_p35.59_train_s2.npy,16
02648_n11.99_p133.94_train_s2.npy,16
02649_n11.90_n172.20_train_s2.npy,13
02650_n11.90_n71.48_train_s2.npy,16
02652_n11.90_n37.05_train_s2.npy,14
02653_n11.90_p28.60_train_s2.npy,16
02655_n11.90_p122.62_train_s2.npy,14
02656_n11.90_p141.71_train_s2.npy,16
02658_n11.81_n61.16_train_s2.npy,14
02659_n11.81_n46.20_train_s2.npy,16
02660_n11.81_p17.30_train_s2.npy,16
02662_n11.81_p96.31_train_s2.npy,16
02663_n11.81_p133.75_train_s2.npy,16
02665_n11.72_n75.18_train_s2.npy,16
02666_n11.72_n57.94_train_s2.npy,16
02668_n11.72_p16.83_train_s2.npy,16
02669_n11.72_p35.27_train_s2.npy,16
02670_n11.72_p61.24_train_s2.npy,16
02672_n11.72_p178.21_train_s2.npy,16
02673_n11.63_n76.63_train_s2.npy,16
02675_n11.63_n43.43_train_s2.npy,16
02676_n11.63_p18.57_train_s2.npy,16
02678_n11.63_p95.71_train_s2.npy,11
02679_n11.63_p134.60_train_s2.npy,16
02680_n11.54_n164.46_train_s2.npy,16
02682_n11.54_n54.79_train_s2.npy,16
02683_n11.54_n41.13_train_s2.npy,16
02685_n11.54_p34.62_train_s2.npy,16
02686_n11.54_p61.12_train_s2.npy,16
02688_n11.45_n153.65_train_s2.npy,16
02689_n11.45_n70.80_train_s2.npy,15
02690_n11.45_n55.31_train_s2.npy,16
02692_n11.45_p22.68_train_s2.npy,14
02693_n11.45_p42.57_train_s2.npy,16
02695_n11.45_p140.00_train_s2.npy,16
02696_n11.36_n154.62_train_s2.npy,16
02698_n11.36_n56.30_train_s2.npy,16
02699_n11.36_n43.11_train_s2.npy,16
02700_n11.36_p17.00_train_s2.npy,16
02702_n11.36_p95.25_train_s2.npy,16
02703_n11.36_p134.55_train_s2.npy,16
02705_n11.27_n75.98_train_s2.npy,16
02706_n11.27_n58.31_train_s2.npy,16
02708_n11.27_p16.63_train_s2.npy,16
02709_n11.27_p33.02_train_s2.npy,16
02710_n11.27_p48.41_train_s2.npy,16
02712_n11.27_p147.80_train_s2.npy,16
02713_n11.18_n149.96_train_s2.npy,16
02715_n11.18_n53.34_train_s2.npy,16
02716_n11.18_n39.97_train_s2.npy,9
02718_n11.18_p40.07_train_s2.npy,14
02719_n11.18_p117.73_train_s2.npy,16
02720_n11.18_p136.41_train_s2.npy,15
02722_n11.09_n72.08_train_s2.npy,15
02723_n11.09_n58.44_train_s2.npy,16
02725_n11.09_n11.67_train_s2.npy,16
02726_n11.09_p30.80_train_s2.npy,16
02728_n11.09_p123.07_train_s2.npy,16
02729_n11.09_p144.39_train_s2.npy,16
02730_n11.00_n141.79_train_s2.npy,15
02732_n11.00_n51.38_train_s2.npy,16
02733_n11.00_n37.47_train_s2.npy,16
02735_n11.00_p38.57_train_s2.npy,16
02736_n11.00_p73.16_train_s2.npy,16
02738_n11.00_p154.61_train_s2.npy,16
02739_n10.91_n139.01_train_s2.npy,16
02740_n10.91_n63.81_train_s2.npy,16
02742_n10.91_n35.54_train_s2.npy,16
02743_n10.91_p22.19_train_s2.npy,16
02745_n10.91_p62.17_train_s2.npy,16
02746_n10.91_p131.05_train_s2.npy,16
02748_n10.82_n78.25_train_s2.npy,16
02749_n10.82_n60.50_train_s2.npy,16
02750_n10.82_n45.41_train_s2.npy,16
02752_n10.82_p32.06_train_s2.npy,16
02753_n10.82_p51.45_train_s2.npy,16
02755_n10.73_n171.04_train_s2.npy,16
02756_n10.73_n76.58_train_s2.npy,16
02758_n10.73_n46.31_train_s2.npy,16
02759_n10.73_n11.38_train_s2.npy,16
02760_n10.73_p32.87_train_s2.npy,16
02762_n10.73_p120.11_train_s2.npy,16
02763_n10.73_p139.95_train_s2.npy,16
02765_n10.64_n71.53_train_s2.npy,16
02766_n10.64_n56.08_train_s2.npy,16
02768_n10.64_p17.78_train_s2.npy,16
02769_n10.64_p37.25_train_s2.npy,16
02770_n10.64_p55.90_train_s2.npy,16
02772_n10.64_p142.29_train_s2.npy,15
02773_n10.55_n144.50_train_s2.npy,16
02775_n10.55_n55.42_train_s2.npy,16
02776_n10.55_n40.61_train_s2.npy,16
02778_n10.55_p36.59_train_s2.npy,16
02779_n10.55_p59.98_train_s2.npy,16
02780_n10.55_p125.59_train_s2.npy,16
02782_n10.46_n140.54_train_s2.npy,16
02783_n10.46_n68.01_train_s2.npy,16
02785_n10.46_n39.87_train_s2.npy,16
02786_n10.46_p19.78_train_s2.npy,16
02789_n10.46_p121.54_train_s2.npy,16
02790_n10.46_p143.92_train_s2.npy,16
02792_n10.37_n68.45_train_s2.npy,16
02793_n10.37_n54.38_train_s2.npy,16
02795_n10.37_p19.68_train_s2.npy,16
02796_n10.37_p36.48_train_s2.npy,16
02798_n10.37_p122.97_train_s2.npy,16
02799_n10.37_p146.35_train_s2.npy,16
02800_n10.28_n144.03_train_s2.npy,11
02802_n10.28_n53.82_train_s2.npy,13
02803_n10.28_n40.67_train_s2.npy,16
02805_n10.28_p36.57_train_s2.npy,16
02806_n10.28_p58.84_train_s2.npy,16
02808_n10.19_n171.65_train_s2.npy,16
02809_n10.19_n76.17_train_s2.npy,16
02810_n10.19_n62.57_train_s2.npy,16
02812_n10.19_n15.93_train_s2.npy,16
02813_n10.19_p25.69_train_s2.npy,16
